p1_x,p1_y,p2_x,p2_y
-71.5159854,-16.4081218,-71.5160619,-16.4080532
-71.5159854,-16.4081218,-71.5158229,-16.4082346
-71.5392625,-16.3926008,-71.5392111,-16.3921218
-71.5392625,-16.3926008,-71.5394782,-16.392312
-71.5392625,-16.3926008,-71.5378172,-16.3931456
-71.5395601,-16.3919779,-71.5388896,-16.3899917
-71.5395601,-16.3919779,-71.5391231,-16.3917727
-71.5391231,-16.3917727,-71.5392111,-16.3921218
-71.5391231,-16.3917727,-71.5388126,-16.3911155
-71.5391231,-16.3917727,-71.5385036,-16.3900366
-71.5385036,-16.3900366,-71.538208,-16.3895151
-71.5385036,-16.3900366,-71.5385167,-16.3898229
-71.5388624,-16.3899109,-71.5388896,-16.3899917
-71.5388624,-16.3899109,-71.5387481,-16.3895474
-71.5388624,-16.3899109,-71.5385937,-16.3897962
-71.5385937,-16.3897962,-71.5385167,-16.3898229
-71.5385937,-16.3897962,-71.5385983,-16.3896838
-71.5387481,-16.3895474,-71.5386149,-16.3891544
-71.5387481,-16.3895474,-71.5385983,-16.3896838
-71.5385983,-16.3896838,-71.5384675,-16.3897537
-71.5384675,-16.3897537,-71.5385167,-16.3898229
-71.5384675,-16.3897537,-71.538208,-16.3895151
-71.538208,-16.3895151,-71.5382102,-16.3892205
-71.5386149,-16.3891544,-71.5382102,-16.3892205
-71.536069,-16.3883038,-71.5364273,-16.3893985
-71.536069,-16.3883038,-71.5358314,-16.3877026
-71.536069,-16.3883038,-71.5365977,-16.3880451
-71.5368853,-16.3877679,-71.5369071,-16.3877475
-71.5368853,-16.3877679,-71.5368495,-16.3877938
-71.5380175,-16.3878264,-71.53742,-16.3863984
-71.5380175,-16.3878264,-71.5381518,-16.3881849
-71.5380175,-16.3878264,-71.5372836,-16.3874222
-71.5371943,-16.3874837,-71.5372836,-16.3874222
-71.5371943,-16.3874837,-71.5372166,-16.3875447
-71.5371943,-16.3874837,-71.5372053,-16.3873912
-71.5371943,-16.3874837,-71.5369071,-16.3877475
-71.5372166,-16.3875447,-71.5370422,-16.3878284
-71.5372166,-16.3875447,-71.5381518,-16.3881849
-71.5313003,-16.3895993,-71.5312041,-16.3891151
-71.5313003,-16.3895993,-71.5316119,-16.390187
-71.5313003,-16.3895993,-71.5299562,-16.3894507
-71.5318907,-16.3896446,-71.5312041,-16.3891151
-71.5316119,-16.390187,-71.5317194,-16.3900777
-71.5316119,-16.390187,-71.5316718,-16.3903059
-71.531823,-16.390449,-71.5318368,-16.39039
-71.531823,-16.390449,-71.5317858,-16.3903995
-71.5331037,-16.3908666,-71.5329531,-16.3909866
-71.5331037,-16.3908666,-71.5329956,-16.3906807
-71.5331037,-16.3908666,-71.5330812,-16.390373
-71.5322319,-16.3915281,-71.5329531,-16.3909866
-71.5322319,-16.3915281,-71.5322004,-16.3914494
-71.5322004,-16.3914494,-71.5323965,-16.3908064
-71.5322004,-16.3914494,-71.532129,-16.3912768
-71.5353349,-16.3930927,-71.535487,-16.3928666
-71.5353349,-16.3930927,-71.5351349,-16.3929324
-71.5325843,-16.3873224,-71.5327536,-16.3875792
-71.5327536,-16.3875792,-71.5330073,-16.38758
-71.5327536,-16.3875792,-71.5322843,-16.3875778
-71.5297783,-16.4092455,-71.5293665,-16.409187
-71.5297783,-16.4092455,-71.5296206,-16.4098707
-71.5297783,-16.4092455,-71.5300778,-16.4093275
-71.5300778,-16.4093275,-71.5305813,-16.4092969
-71.5276202,-16.4054702,-71.5276756,-16.4054794
-71.5276202,-16.4054702,-71.5276104,-16.4055382
-71.5275532,-16.4061617,-71.5276104,-16.4055382
-71.5276756,-16.4054794,-71.5277541,-16.4055119
-71.5276756,-16.4054794,-71.5278828,-16.4050642
-71.5277541,-16.4055119,-71.5277411,-16.4055744
-71.5277541,-16.4055119,-71.5283196,-16.4057382
-71.5360463,-16.3961852,-71.535979,-16.3960123
-71.5316928,-16.3984257,-71.5321126,-16.3987738
-71.5563444,-16.428837,-71.5563786,-16.4288088
-71.5563444,-16.428837,-71.5562816,-16.4288194
-71.536215,-16.3984628,-71.5360549,-16.398086
-71.536215,-16.3984628,-71.5362699,-16.398592
-71.5335851,-16.4002248,-71.5336183,-16.4006014
-71.5336183,-16.4006014,-71.5344706,-16.4002895
-71.5353397,-16.4024493,-71.5353031,-16.4023498
-71.5353397,-16.4024493,-71.5353087,-16.4024597
-71.5342599,-16.4028761,-71.534317,-16.4028552
-71.5342599,-16.4028761,-71.5342062,-16.4027383
-71.5427306,-16.4017533,-71.5423272,-16.4018767
-71.5436472,-16.4088814,-71.5441163,-16.4087034
-71.5436472,-16.4088814,-71.5439723,-16.4093376
-71.5441163,-16.4087034,-71.5440219,-16.4091851
-71.5523368,-16.4109289,-71.5522541,-16.4109542
-71.5523368,-16.4109289,-71.5524414,-16.410808
-71.5523368,-16.4109289,-71.5525102,-16.4109002
-71.5527498,-16.4112604,-71.5525102,-16.4109002
-71.5525102,-16.4109002,-71.5524414,-16.410808
-71.5524414,-16.410808,-71.5521524,-16.410322
-71.5522541,-16.4109542,-71.5516839,-16.4106149
-71.5521524,-16.410322,-71.5516839,-16.4106149
-71.5521524,-16.410322,-71.5516509,-16.4105952
-71.5516839,-16.4106149,-71.5516509,-16.4105952
-71.5296993,-16.4089389,-71.5294115,-16.4088917
-71.5244696,-16.4074732,-71.5243291,-16.4077148
-71.5244696,-16.4074732,-71.5247215,-16.4070691
-71.5244696,-16.4074732,-71.5245486,-16.4074486
-71.5247215,-16.4070691,-71.5247627,-16.4070964
-71.5239413,-16.4071839,-71.5237293,-16.4076832
-71.5239413,-16.4071839,-71.523028,-16.4067331
-71.5239413,-16.4071839,-71.525077,-16.407676
-71.5231835,-16.4064359,-71.523121,-16.4065028
-71.5231835,-16.4064359,-71.5233103,-16.4063113
-71.5231835,-16.4064359,-71.5231007,-16.4063682
-71.5233103,-16.4063113,-71.5233996,-16.4061945
-71.5233103,-16.4063113,-71.5233996,-16.4061945
-71.5233996,-16.4061945,-71.5233656,-16.406128
-71.523121,-16.4065028,-71.5230335,-16.4064351
-71.523121,-16.4065028,-71.5266428,-16.408214
-71.5216468,-16.4057229,-71.5214925,-16.4056362
-71.5216468,-16.4057229,-71.5220939,-16.4059753
-71.5216468,-16.4057229,-71.5220565,-16.4057168
-71.5208904,-16.4055486,-71.5210302,-16.4056188
-71.5208904,-16.4055486,-71.5209012,-16.4055292
-71.5208904,-16.4055486,-71.5207204,-16.4058714
-71.5209544,-16.4060423,-71.5210302,-16.4056188
-71.5209544,-16.4060423,-71.5210015,-16.4065736
-71.5209544,-16.4060423,-71.5212852,-16.4060543
-71.5209544,-16.4060423,-71.5208381,-16.4060169
-71.5192304,-16.4041535,-71.5193508,-16.4042356
-71.5182504,-16.4032992,-71.5179856,-16.4029756
-71.5182504,-16.4032992,-71.5179856,-16.4029756
-71.5179856,-16.4029756,-71.5179444,-16.4029297
-71.5314556,-16.4105482,-71.5317676,-16.4106156
-71.5312726,-16.4110012,-71.5315089,-16.4111677
-71.5489238,-16.4184046,-71.5488364,-16.418483
-71.5489238,-16.4184046,-71.5504359,-16.4184283
-71.5488364,-16.418483,-71.5491445,-16.4187947
-71.5488364,-16.418483,-71.5486604,-16.4186407
-71.5435953,-16.4142625,-71.5435287,-16.4143673
-71.5344706,-16.4002895,-71.5349719,-16.4001041
-71.5344706,-16.4002895,-71.5347874,-16.4010916
-71.5449647,-16.3960479,-71.5439235,-16.3966224
-71.5449647,-16.3960479,-71.545314,-16.3958615
-71.5449647,-16.3960479,-71.5451774,-16.3965906
-71.5449647,-16.3960479,-71.5446098,-16.3951428
-71.528562,-16.4034255,-71.5285106,-16.4034791
-71.528562,-16.4034255,-71.5285667,-16.4035252
-71.528562,-16.4034255,-71.5284613,-16.4034424
-71.528562,-16.4034255,-71.5286979,-16.4032738
-71.5284784,-16.4035102,-71.5279511,-16.4039681
-71.5284784,-16.4035102,-71.5284613,-16.4034424
-71.5284784,-16.4035102,-71.5285667,-16.4035252
-71.5284784,-16.4035102,-71.5285106,-16.4034791
-71.5293318,-16.4025657,-71.5290857,-16.4028406
-71.5293318,-16.4025657,-71.5293466,-16.4024377
-71.5293318,-16.4025657,-71.5294543,-16.4025184
-71.5262864,-16.4007727,-71.5262864,-16.4007727
-71.5515015,-16.4232347,-71.5510444,-16.4229421
-71.5515015,-16.4232347,-71.5514629,-16.4232926
-71.5510616,-16.4250356,-71.55006,-16.4244241
-71.5510616,-16.4250356,-71.5514629,-16.4232926
-71.5365102,-16.3952815,-71.5364941,-16.3952078
-71.5365102,-16.3952815,-71.5365316,-16.3952182
-71.5364941,-16.3952078,-71.5365316,-16.3952182
-71.5396862,-16.3923351,-71.5397122,-16.3924248
-71.5396862,-16.3923351,-71.5395505,-16.3923324
-71.5395505,-16.3923324,-71.5394782,-16.392312
-71.5395505,-16.3923324,-71.5394942,-16.3924338
-71.5348123,-16.3886031,-71.5350325,-16.3885599
-71.5348123,-16.3886031,-71.5345954,-16.3880523
-71.535246,-16.3885269,-71.5350325,-16.3885599
-71.535246,-16.3885269,-71.535246,-16.3885269
-71.5350733,-16.3893078,-71.5352323,-16.3892622
-71.5350733,-16.3893078,-71.5351211,-16.3898608
-71.5273239,-16.4064413,-71.528139,-16.4070216
-71.528139,-16.4070216,-71.5283729,-16.4071315
-71.528139,-16.4070216,-71.5283729,-16.4071315
-71.5283729,-16.4071315,-71.5286144,-16.4074108
-71.539877,-16.4036085,-71.5398969,-16.4020553
-71.5361859,-16.3932032,-71.5361592,-16.3931448
-71.5361859,-16.3932032,-71.5356119,-16.3933105
-71.5361859,-16.3932032,-71.5365369,-16.3930526
-71.5364818,-16.3929853,-71.5363141,-16.3927774
-71.5429518,-16.4094799,-71.5422024,-16.4085564
-71.5429518,-16.4094799,-71.543008,-16.4095491
-71.541697,-16.4094248,-71.5415391,-16.4095348
-71.5422481,-16.4101911,-71.5428212,-16.4110099
-71.5422481,-16.4101911,-71.5421273,-16.4102701
-71.5421273,-16.4102701,-71.5427178,-16.4110899
-71.5428212,-16.4110099,-71.5427178,-16.4110899
-71.5350391,-16.4000804,-71.5355278,-16.3998989
-71.5350391,-16.4000804,-71.5346587,-16.3990159
-71.5350391,-16.4000804,-71.5349719,-16.4001041
-71.5346587,-16.3990159,-71.5351142,-16.3988565
-71.5357094,-16.4003142,-71.5355424,-16.3998934
-71.5357094,-16.4003142,-71.5356936,-16.4003205
-71.5357094,-16.4003142,-71.5359546,-16.400904
-71.5349719,-16.4001041,-71.5356936,-16.4003205
-71.5466836,-16.4114028,-71.5463181,-16.4115675
-71.5466836,-16.4114028,-71.5467793,-16.4113844
-71.5374815,-16.4003378,-71.5373104,-16.3999078
-71.5374815,-16.4003378,-71.5377028,-16.4002556
-71.5508663,-16.4228281,-71.5507145,-16.4226704
-71.5508663,-16.4228281,-71.5510444,-16.4229421
-71.5508663,-16.4228281,-71.5506132,-16.42341
-71.5500135,-16.4219213,-71.5502035,-16.4221393
-71.5507145,-16.4226704,-71.550443,-16.4223882
-71.5507145,-16.4226704,-71.5508055,-16.4224774
-71.5508055,-16.4224774,-71.5508055,-16.4224774
-71.5510444,-16.4229421,-71.5512304,-16.4225067
-71.5512304,-16.4225067,-71.5512304,-16.4225067
-71.5506132,-16.42341,-71.5504833,-16.4236797
-71.5506132,-16.42341,-71.5506132,-16.42341
-71.5504833,-16.4236797,-71.5504833,-16.4236797
-71.5497981,-16.4237872,-71.550443,-16.4223882
-71.550443,-16.4223882,-71.5502035,-16.4221393
-71.5498665,-16.4224783,-71.5502035,-16.4221393
-71.5498665,-16.4224783,-71.5498665,-16.4224783
-71.5514629,-16.4232926,-71.5523554,-16.4240793
-71.552348,-16.4249894,-71.5522473,-16.4243526
-71.552348,-16.4249894,-71.5525142,-16.4249688
-71.552348,-16.4249894,-71.5522758,-16.4249984
-71.552348,-16.4249894,-71.5523763,-16.4250838
-71.5525142,-16.4249688,-71.5526005,-16.4249582
-71.5525142,-16.4249688,-71.5525124,-16.4250668
-71.5525142,-16.4249688,-71.5524133,-16.4243265
-71.5525999,-16.4251773,-71.5526792,-16.4252022
-71.5525999,-16.4251773,-71.5525772,-16.4252284
-71.5525999,-16.4251773,-71.5523763,-16.4250838
-71.5525999,-16.4251773,-71.5525124,-16.4250668
-71.5557532,-16.4244468,-71.5555491,-16.4242029
-71.5557532,-16.4244468,-71.5558272,-16.4243914
-71.5557532,-16.4244468,-71.5556211,-16.4245603
-71.5557532,-16.4244468,-71.5562909,-16.4250809
-71.5556211,-16.4245603,-71.5550517,-16.4249867
-71.5556211,-16.4245603,-71.5553544,-16.4243392
-71.5550635,-16.4238386,-71.5553544,-16.4243392
-71.5550635,-16.4238386,-71.5546905,-16.4245548
-71.5550635,-16.4238386,-71.5551877,-16.4237702
-71.5551877,-16.4237702,-71.5535933,-16.4218695
-71.5551877,-16.4237702,-71.5552658,-16.4237165
-71.5551877,-16.4237702,-71.5555491,-16.4242029
-71.5550517,-16.4249867,-71.5550249,-16.4249546
-71.5550517,-16.4249867,-71.5540039,-16.4249199
-71.5550517,-16.4249867,-71.5552543,-16.4254753
-71.5535182,-16.4259612,-71.5560937,-16.4259924
-71.5560937,-16.4259924,-71.5560937,-16.4259924
-71.5560937,-16.4259924,-71.5566076,-16.4254543
-71.5566076,-16.4254543,-71.5566696,-16.4254093
-71.5566076,-16.4254543,-71.5563334,-16.4251294
-71.5566076,-16.4254543,-71.556898,-16.4258075
-71.5200098,-16.4054531,-71.5200016,-16.4054277
-71.5200098,-16.4054531,-71.5200992,-16.4056583
-71.5200098,-16.4054531,-71.5194248,-16.4056749
-71.5196293,-16.4052522,-71.5200016,-16.4054277
-71.5196293,-16.4052522,-71.5194248,-16.4056749
-71.5196293,-16.4052522,-71.5200027,-16.404858
-71.5188206,-16.407025,-71.5191852,-16.4079025
-71.5188206,-16.407025,-71.518762,-16.407124
-71.5188206,-16.407025,-71.5194248,-16.4056749
-71.5194248,-16.4056749,-71.519514,-16.4058987
-71.5196462,-16.4061933,-71.519514,-16.4058987
-71.5196462,-16.4061933,-71.5202233,-16.406024
-71.5196462,-16.4061933,-71.5193246,-16.4063762
-71.5202442,-16.4059707,-71.5200992,-16.4056583
-71.5202442,-16.4059707,-71.5202233,-16.406024
-71.5210015,-16.4065736,-71.5212229,-16.4066541
-71.5210015,-16.4065736,-71.5207337,-16.4068756
-71.5213178,-16.406622,-71.5212229,-16.4066541
-71.5323878,-16.4152825,-71.5319312,-16.4159742
-71.5323878,-16.4152825,-71.5328266,-16.4146179
-71.525457,-16.4084309,-71.5252981,-16.4086489
-71.5252981,-16.4086489,-71.5261058,-16.4091997
-71.5421449,-16.399488,-71.5420002,-16.3995104
-71.5420002,-16.3995104,-71.5418623,-16.3991417
-71.5333459,-16.3865938,-71.5330073,-16.38758
-71.5333459,-16.3865938,-71.5337042,-16.3859383
-71.5411602,-16.4086251,-71.541099,-16.4086759
-71.5411602,-16.4086251,-71.5405696,-16.4079826
-71.541099,-16.4086759,-71.5404987,-16.4080444
-71.541099,-16.4086759,-71.5411159,-16.4087745
-71.5411739,-16.4031136,-71.541121,-16.4031415
-71.5623939,-16.4304296,-71.5628377,-16.4311164
-71.5623939,-16.4304296,-71.5625865,-16.4302984
-71.5623939,-16.4304296,-71.562197,-16.4303419
-71.5353361,-16.4011309,-71.5354905,-16.4015342
-71.5353361,-16.4011309,-71.535934,-16.4009115
-71.5347246,-16.4020489,-71.5351336,-16.4018921
-71.5351336,-16.4018921,-71.5352654,-16.4022515
-71.5326422,-16.4004808,-71.5328373,-16.4008902
-71.5329457,-16.4019721,-71.5327054,-16.4020551
-71.5329457,-16.4019721,-71.5328625,-16.4017891
-71.5329457,-16.4019721,-71.5338055,-16.4016759
-71.5334361,-16.4039819,-71.5328939,-16.4043009
-71.5346204,-16.4045709,-71.5349385,-16.4044451
-71.5334995,-16.3978952,-71.5337572,-16.3977994
-71.5338989,-16.3978682,-71.5339904,-16.3980933
-71.5339904,-16.3980933,-71.5347038,-16.3978371
-71.5316677,-16.3994912,-71.5313018,-16.3997115
-71.5316677,-16.3994912,-71.5317954,-16.3997914
-71.5347973,-16.3957893,-71.5350974,-16.3956835
-71.5350974,-16.3956835,-71.5351563,-16.3958348
-71.5351563,-16.3958348,-71.5349545,-16.3959104
-71.5259815,-16.4075372,-71.5255725,-16.4072658
-71.5255725,-16.4072658,-71.5258105,-16.4069319
-71.5255725,-16.4072658,-71.5255896,-16.4067923
-71.5258105,-16.4069319,-71.5255896,-16.4067923
-71.5284218,-16.40074,-71.5281345,-16.4005091
-71.5281345,-16.4005091,-71.527591,-16.4009353
-71.5259919,-16.4026884,-71.5258919,-16.4026459
-71.5259919,-16.4026884,-71.5257506,-16.402888
-71.5307033,-16.4012126,-71.5306618,-16.4012018
-71.5307033,-16.4012126,-71.5307225,-16.4011914
-71.5306433,-16.4011953,-71.5306618,-16.4012018
-71.5306433,-16.4011953,-71.5306562,-16.4012052
-71.5306562,-16.4012052,-71.5306618,-16.4012018
-71.5306618,-16.4012018,-71.5307225,-16.4011914
-71.5306303,-16.4012948,-71.5302963,-16.4016268
-71.5306303,-16.4012948,-71.5295699,-16.4004483
-71.5295699,-16.4004483,-71.5292966,-16.4007091
-71.5309459,-16.4044857,-71.5313431,-16.4040484
-71.5309459,-16.4044857,-71.5308854,-16.4044353
-71.5266329,-16.4113549,-71.5267721,-16.4111619
-71.5266329,-16.4113549,-71.5265442,-16.4114779
-71.5266329,-16.4113549,-71.526186,-16.4110514
-71.5257525,-16.4107548,-71.5259906,-16.4104357
-71.5257525,-16.4107548,-71.5261037,-16.4109847
-71.5257525,-16.4107548,-71.5251157,-16.4115959
-71.5283,-16.4097032,-71.5283524,-16.4094902
-71.5283,-16.4097032,-71.5281718,-16.4096582
-71.5281718,-16.4096582,-71.5280346,-16.4095997
-71.5281718,-16.4096582,-71.5280346,-16.4095997
-71.5280346,-16.4095997,-71.5278292,-16.4095445
-71.5278292,-16.4095445,-71.527708,-16.4095568
-71.5278292,-16.4095445,-71.527708,-16.4095568
-71.527708,-16.4095568,-71.5276084,-16.409623
-71.5276084,-16.409623,-71.5283524,-16.4094902
-71.5268219,-16.4092913,-71.526433,-16.4086672
-71.526433,-16.4086672,-71.5261058,-16.4091997
-71.526186,-16.4110514,-71.5261655,-16.4109697
-71.526186,-16.4110514,-71.5261037,-16.4109847
-71.5261037,-16.4109847,-71.5261655,-16.4109697
-71.5261655,-16.4109697,-71.526223,-16.4108837
-71.526223,-16.4108837,-71.5263212,-16.4109573
-71.526223,-16.4108837,-71.5261649,-16.4108402
-71.5296911,-16.4125462,-71.5294036,-16.4123972
-71.5296911,-16.4125462,-71.5298683,-16.4122114
-71.5301964,-16.4123533,-71.5299604,-16.4122105
-71.5301964,-16.4123533,-71.5304693,-16.4119285
-71.5298699,-16.4121101,-71.5296321,-16.4119834
-71.5296321,-16.4119834,-71.5294036,-16.4123972
-71.5296321,-16.4119834,-71.5298214,-16.411634
-71.5299775,-16.4121187,-71.5301714,-16.4117813
-71.5351211,-16.3898608,-71.5352831,-16.3904174
-71.5352323,-16.3892622,-71.5353334,-16.3892375
-71.5352323,-16.3892622,-71.5353334,-16.3892375
-71.5352323,-16.3892622,-71.5353334,-16.3892375
-71.5266428,-16.408214,-71.5266817,-16.4081062
-71.5266428,-16.408214,-71.5265734,-16.4084173
-71.5329108,-16.4095367,-71.5327779,-16.4096872
-71.5329108,-16.4095367,-71.5326465,-16.4095776
-71.5329108,-16.4095367,-71.5335314,-16.4094317
-71.5327779,-16.4096872,-71.5326644,-16.4095929
-71.5327779,-16.4096872,-71.5328229,-16.4099949
-71.5278828,-16.4050642,-71.5279887,-16.4049187
-71.5278828,-16.4050642,-71.5278948,-16.4048648
-71.527955,-16.4047833,-71.5274822,-16.4043882
-71.527955,-16.4047833,-71.5278948,-16.4048648
-71.5278948,-16.4048648,-71.5279887,-16.4049187
-71.551506,-16.4194371,-71.551277,-16.4191886
-71.551506,-16.4194371,-71.5515782,-16.4193816
-71.551506,-16.4194371,-71.5516234,-16.4195679
-71.5515782,-16.4193816,-71.5516967,-16.4195158
-71.5515782,-16.4193816,-71.5517677,-16.4192185
-71.5515782,-16.4193816,-71.5512107,-16.4189816
-71.5517677,-16.4192185,-71.5517664,-16.4191902
-71.5517677,-16.4192185,-71.5524506,-16.4189996
-71.5517664,-16.4191902,-71.5515344,-16.418938
-71.5517664,-16.4191902,-71.5516886,-16.4188325
-71.5347676,-16.4146482,-71.5345061,-16.4145323
-71.5346406,-16.416053,-71.5344411,-16.4159285
-71.5346406,-16.416053,-71.5347127,-16.4161054
-71.5346406,-16.416053,-71.5342453,-16.4161869
-71.5369305,-16.4163549,-71.5370249,-16.4163742
-71.5369305,-16.4163549,-71.5367834,-16.4163795
-71.5369305,-16.4163549,-71.5367834,-16.4163795
-71.5367834,-16.4163795,-71.536266,-16.4163044
-71.5373355,-16.4164211,-71.5374868,-16.4161632
-71.5373355,-16.4164211,-71.5370249,-16.4163742
-71.5373355,-16.4164211,-71.5371469,-16.4168779
-71.5370249,-16.4163742,-71.5369239,-16.4168103
-71.5369239,-16.4168103,-71.5371469,-16.4168779
-71.5369239,-16.4168103,-71.5366167,-16.4167233
-71.5395116,-16.4173703,-71.5402534,-16.417605
-71.54202,-16.4155381,-71.5418602,-16.4156702
-71.54202,-16.4155381,-71.541684,-16.4158158
-71.54202,-16.4155381,-71.5423493,-16.415277
-71.541684,-16.4158158,-71.5412474,-16.4164171
-71.541684,-16.4158158,-71.5418602,-16.4156702
-71.5340988,-16.4157295,-71.5343263,-16.4154313
-71.5392009,-16.4114611,-71.5394202,-16.4116107
-71.5293547,-16.3937565,-71.5294778,-16.3937915
-71.5294778,-16.3937915,-71.5294226,-16.3944104
-71.5294778,-16.3937915,-71.5295684,-16.3940636
-71.5490767,-16.4053605,-71.5491089,-16.4054282
-71.5490767,-16.4053605,-71.549306,-16.4052269
-71.5490767,-16.4053605,-71.5488266,-16.4053778
-71.5498974,-16.4050372,-71.5499261,-16.4050265
-71.5498974,-16.4050372,-71.549306,-16.4052269
-71.5481026,-16.4047212,-71.5480361,-16.4046375
-71.547896,-16.4042845,-71.5477044,-16.4037764
-71.547896,-16.4042845,-71.5480361,-16.4046375
-71.5356217,-16.3824862,-71.5355983,-16.3825081
-71.5356217,-16.3824862,-71.5361259,-16.3837901
-71.535547,-16.3830108,-71.5355864,-16.3832058
-71.535547,-16.3830108,-71.5355265,-16.3825871
-71.535547,-16.3830108,-71.5355265,-16.3825871
-71.5355265,-16.3825871,-71.5355983,-16.3825081
-71.5245947,-16.4097836,-71.5241481,-16.4095067
-71.5241481,-16.4095067,-71.5244438,-16.4087814
-71.5209199,-16.4108112,-71.5209555,-16.4106844
-71.5381841,-16.3935453,-71.5378583,-16.3932361
-71.5318005,-16.3785903,-71.5318082,-16.3782715
-71.5485744,-16.4034294,-71.5483449,-16.4033701
-71.5485744,-16.4034294,-71.5483449,-16.4033701
-71.5483449,-16.4033701,-71.5477044,-16.4037764
-71.5460926,-16.4042823,-71.543944,-16.4039176
-71.5460926,-16.4042823,-71.5458975,-16.4039398
-71.5476842,-16.403723,-71.547473,-16.4037954
-71.5476842,-16.403723,-71.5476325,-16.4035787
-71.5476842,-16.403723,-71.5477044,-16.4037764
-71.5508961,-16.4015214,-71.5513329,-16.4025
-71.5508961,-16.4015214,-71.5499636,-16.4000001
-71.5470679,-16.4050251,-71.5480361,-16.4046375
-71.5360784,-16.4119156,-71.5360151,-16.4118889
-71.5360784,-16.4119156,-71.5365605,-16.4120923
-71.5360784,-16.4119156,-71.5359883,-16.412156
-71.5400913,-16.4198496,-71.539799,-16.4196689
-71.5400913,-16.4198496,-71.5401593,-16.4197873
-71.5396483,-16.4193877,-71.5394579,-16.419263
-71.5396483,-16.4193877,-71.5397605,-16.4192202
-71.5396483,-16.4193877,-71.5396581,-16.4195817
-71.5394579,-16.419263,-71.5393798,-16.4193668
-71.5394579,-16.419263,-71.5396184,-16.4190483
-71.5423016,-16.4147322,-71.5422741,-16.4144184
-71.5423016,-16.4147322,-71.5423358,-16.4151232
-71.5423016,-16.4147322,-71.5420516,-16.4144268
-71.5420516,-16.4144268,-71.5422741,-16.4144184
-71.5422741,-16.4144184,-71.5422551,-16.414201
-71.5317954,-16.3997914,-71.5316846,-16.3998945
-71.531979,-16.4002469,-71.5318165,-16.4002388
-71.5318165,-16.4002388,-71.5317323,-16.4000406
-71.5317323,-16.4000406,-71.5316846,-16.3998945
-71.5326448,-16.4000881,-71.5325304,-16.3997798
-71.5310413,-16.3988493,-71.5311208,-16.3986248
-71.5321744,-16.4115299,-71.5322252,-16.4115728
-71.5329662,-16.4114642,-71.5328588,-16.4114962
-71.5328588,-16.4114962,-71.5327611,-16.4116446
-71.5328588,-16.4114962,-71.5331845,-16.4116711
-71.5323706,-16.4112871,-71.5324643,-16.4113769
-71.5326453,-16.4115505,-71.5329858,-16.4111829
-71.5326453,-16.4115505,-71.5324643,-16.4113769
-71.5326453,-16.4115505,-71.5327611,-16.4116446
-71.5325208,-16.411143,-71.5326874,-16.4109615
-71.5329561,-16.4106472,-71.5326874,-16.4109615
-71.5329561,-16.4106472,-71.5328413,-16.4105798
-71.5315089,-16.4111677,-71.5316258,-16.4109152
-71.5317676,-16.4106156,-71.5316258,-16.4109152
-71.5317676,-16.4106156,-71.532254,-16.4109536
-71.5316258,-16.4109152,-71.5314694,-16.4108651
-71.5326874,-16.4109615,-71.5329858,-16.4111829
-71.5314372,-16.4122957,-71.5316943,-16.4124757
-71.5316943,-16.4124757,-71.5311772,-16.4130144
-71.5316943,-16.4124757,-71.5318039,-16.4123482
-71.5309785,-16.4128283,-71.5311772,-16.4130144
-71.5311772,-16.4130144,-71.5310426,-16.4131916
-71.5327611,-16.4116446,-71.5327334,-16.4118336
-71.5318039,-16.4123482,-71.5318052,-16.4122094
-71.5318039,-16.4123482,-71.5320858,-16.4123104
-71.5322252,-16.4115728,-71.5319672,-16.4114211
-71.5324643,-16.4113769,-71.5323173,-16.4113805
-71.521032,-16.3998764,-71.5208865,-16.399971
-71.521032,-16.3998764,-71.5208865,-16.399971
-71.521032,-16.3998764,-71.5216338,-16.3994856
-71.521032,-16.3998764,-71.5209626,-16.3998081
-71.5262451,-16.3979137,-71.5262815,-16.3979365
-71.5262451,-16.3979137,-71.5267066,-16.3977366
-71.5262451,-16.3979137,-71.5261898,-16.397879
-71.5250667,-16.3973296,-71.5252294,-16.3974295
-71.5255779,-16.3974956,-71.5261898,-16.397879
-71.5255779,-16.3974956,-71.5252422,-16.3972853
-71.5255779,-16.3974956,-71.5252294,-16.3974295
-71.5252422,-16.3972853,-71.5252294,-16.3974295
-71.5437894,-16.417201,-71.5437823,-16.4171239
-71.5437894,-16.417201,-71.5438295,-16.4174607
-71.5437894,-16.417201,-71.5442637,-16.4168328
-71.5445643,-16.4165995,-71.5442637,-16.4168328
-71.5442637,-16.4168328,-71.5463792,-16.4172901
-71.5471985,-16.4172166,-71.5466113,-16.4172683
-71.5471985,-16.4172166,-71.5472035,-16.4170954
-71.5471985,-16.4172166,-71.5473808,-16.4172049
-71.5472035,-16.4170954,-71.5470247,-16.4168675
-71.5472035,-16.4170954,-71.5473808,-16.4172049
-71.5473808,-16.4172049,-71.5479877,-16.4167156
-71.5469228,-16.4167375,-71.5470247,-16.4168675
-71.5471325,-16.4164299,-71.5470247,-16.4168675
-71.5466113,-16.4172683,-71.5464554,-16.417282
-71.5466113,-16.4172683,-71.5460986,-16.4166685
-71.5486175,-16.4162069,-71.5488002,-16.4164105
-71.5486175,-16.4162069,-71.5491924,-16.4161814
-71.5486175,-16.4162069,-71.5481974,-16.4165439
-71.5481974,-16.4165439,-71.5481149,-16.4166085
